Numero_OL,Dia_Ocorrencia,Dia_Abertura,Status,Responsavel,Tipo_Projeto,Produto,Lote,Ensaio,Protocolo/Metodo,Parametro,Nome_Sequencia,Diretorio,Tipo_de_Erro,Ocorrencia,Avaliação,Classificação,Causa_Raiz,Criticidade,Data_atualização,Atualizado_Por,Status_Final
2025_OL_0222,22/04/2025,25/04/2025,Finalizado,Marcos Vinicius Vargas,Outros,Produto_15,BAN8b4,N_240,Protocolo_46,Linearidade,SEQ_128,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Preparo de Solução,Procedimento ou Método Inadequado,Média,02/05/2025,Maria Laura Barbosa,Aprovado
2025_OL_0223,22/04/2025,22/04/2025,Finalizado,Apollo Cirino,Estabilidade,Produto_2,BAN813,N_288,Protocolo_21,Precisão,SEQ_67,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Erro Isolado,Média,25/04/2025,Luara da Mata,Aprovado
2025_OL_0224,23/04/2025,23/04/2025,Finalizado,Vitor Hugo Carvalho,Solicitação de Analise,Produto_14,BAN881,N_251,Protocolo_43,Exatidão,SEQ_120,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Erro Isolado,Média,29/04/2025,Milena Ferreira,Aprovado
2025_OL_0225,23/04/2025,24/04/2025,Finalizado,Ravi Macedo,Sumário de Validação,Produto_16,BAN99e,N_270,Protocolo_63,Linearidade,SEQ_49,Banco/Solventes Residuais/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,03/05/2025,Bella Machado,Aprovado
2025_OL_0226,24/04/2025,28/04/2025,Finalizado,Asafe Albuquerque,Solicitação de Analise,Produto_8,BAN839,N_228,Protocolo_33,Linearidade,SEQ_30,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,08/05/2025,João Lucas Freitas,Aprovado
2025_OL_0227,24/04/2025,25/04/2025,Finalizado,Maitê Costa,Estabilidade,Produto_14,BAN807,N_254,Protocolo_81,Linearidade,SEQ_31,Banco/Degradação/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,02/05/2025,Bella Ribeiro,Aprovado
2025_OL_0228,24/04/2025,26/04/2025,Finalizado,João Guilherme Cavalcanti,Liberação,Produto_12,BAN84c,N_284,Protocolo_69,Linearidade,SEQ_129,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Revisão ou Checagem,Média,06/05/2025,Matheus da Rosa,Aprovado
2025_OL_0229,24/04/2025,26/04/2025,Finalizado,Maria Cecília Nogueira,Liberação,Produto_21,BAN8d0,N_250,Protocolo_32,Linearidade,SEQ_131,Banco/Solventes Residuais/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Média,27/04/2025,Ana Laura Gomes,Aprovado
2025_OL_0230,25/04/2025,29/04/2025,Finalizado,Ana Júlia Siqueira,Liberação,Produto_16,BAN8ff,N_324,Protocolo_27,Exatidão,SEQ_75,Banco/Substancias/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Média,06/05/2025,Léo Correia,Aprovado
2025_OL_0231,25/04/2025,28/04/2025,Finalizado,Julia Rodrigues,Estabilidade,Produto_21,BAN9bf,N_205,Protocolo_29,Linearidade,SEQ_75,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,02/05/2025,Melina Lima,Aprovado
2025_OL_0232,25/04/2025,26/04/2025,Finalizado,Aylla Ramos,Transferencia Analítica,Produto_3,BAN7df,N_227,Protocolo_2,Exatidão,SEQ_20,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Erro Isolado,Média,04/05/2025,Caroline Gomes,Aprovado
2025_OL_0233,25/04/2025,26/04/2025,Finalizado,Ana Beatriz Peixoto,Liberação,Produto_20,BAN92c,N_280,Protocolo_9,Linearidade,SEQ_113,Banco/Estabilidade/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Preparo de Solução,Falta de Treinamento Adequado,Média,04/05/2025,Maria Helena Mendonça,Aprovado
2025_OL_0234,25/04/2025,28/04/2025,Finalizado,Dr. Luiz Henrique Sá,Solicitação de Analise,Produto_21,BAN866,N_248,Protocolo_78,Linearidade,SEQ_131,Banco/Degradação/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Baixa,03/05/2025,Sr. Henry Alves,Aprovado
2025_OL_0235,25/04/2025,26/04/2025,Finalizado,Luísa Aragão,Solicitação de Analise,Produto_24,BAN937,N_247,Protocolo_66,Degradação Forçada,SEQ_39,Banco/Estabilidade/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Média,01/05/2025,Sra. Sara Novaes,Aprovado
2025_OL_0236,26/04/2025,28/04/2025,Finalizado,Lorena Fernandes,Estabilidade,Produto_8,BAN99a,N_252,Protocolo_15,Robustez,SEQ_132,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Baixa,02/05/2025,Isis Silveira,Aprovado
2025_OL_0237,26/04/2025,30/04/2025,Finalizado,Thomas Ferreira,Sumário de Validação,Produto_3,BAN99d,N_205,Protocolo_73,Robustez,SEQ_78,Banco/Degradação/Sequencias,Metodologia,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Erro Isolado,Média,09/05/2025,Ana Martins,Aprovado
2025_OL_0238,28/04/2025,29/04/2025,Finalizado,Hadassa Sá,Outros,Produto_6,BAN8a1,N_200,Protocolo_9,Linearidade,SEQ_48,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Erro Isolado,Média,07/05/2025,Vitória Camargo,Aprovado
2025_OL_0239,28/04/2025,01/05/2025,Finalizado,Ana Clara Moraes,Transferencia Analítica,Produto_12,BAN9c3,N_282,Protocolo_68,Linearidade,SEQ_42,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,11/05/2025,Laís da Paz,Reprovado
2025_OL_0240,29/04/2025,02/05/2025,Finalizado,Sra. Maria Vitória Correia,Estabilidade,Produto_23,BAN99e,N_241,Protocolo_70,Exatidão,SEQ_104,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Falta de Revisão ou Checagem,Média,10/05/2025,Letícia da Conceição,Aprovado
2025_OL_0241,29/04/2025,03/05/2025,Finalizado,Ana Laura Gomes,Transferencia Analítica,Produto_24,BAN8a9,N_255,Protocolo_91,Robustez,SEQ_98,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,04/05/2025,Maria Isis da Costa,Reprovado
2025_OL_0242,29/04/2025,29/04/2025,Finalizado,Kaique Aragão,Estabilidade,Produto_7,BAN8e2,N_270,Protocolo_74,Exatidão,SEQ_101,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Erro Isolado,Baixa,06/05/2025,Juan da Mota,Aprovado
2025_OL_0243,30/04/2025,30/04/2025,Finalizado,Isabella Gomes,Solventes Residuais,Produto_15,BAN877,N_269,Protocolo_74,Exatidão,SEQ_132,Banco/Solventes Residuais/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Média,09/05/2025,Davi Lucas Melo,Aprovado
2025_OL_0244,30/04/2025,03/05/2025,Finalizado,João Felipe Campos,Impurezas Elementares,Produto_22,BAN999,N_297,Protocolo_53,Linearidade,SEQ_107,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Falta de Revisão ou Checagem,Média,07/05/2025,Lavínia Cavalcanti,Reprovado
2025_OL_0245,01/05/2025,03/05/2025,Finalizado,Maria Laura Pereira,Validação Anlítica,Produto_5,BAN94b,N_269,Protocolo_21,Linearidade,SEQ_16,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Equipamento,Procedimento ou Método Inadequado,Baixa,10/05/2025,Caleb Gomes,Aprovado
2025_OL_0246,01/05/2025,01/05/2025,Finalizado,Arthur Miguel Silva,Sumário de Validação,Produto_4,BAN813,N_253,Protocolo_72,Linearidade,SEQ_77,Banco/Substancias/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,02/05/2025,Catarina Fonseca,Aprovado
2025_OL_0247,02/05/2025,06/05/2025,Finalizado,Luna Brito,Solicitação de Analise,Produto_5,BAN8cd,N_256,Protocolo_83,Exatidão,SEQ_74,Banco/Substancias/Sequencias,Meio Ambiente,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Média,11/05/2025,Ana Luiza Gonçalves,Aprovado
2025_OL_0248,02/05/2025,05/05/2025,Finalizado,Sophia Peixoto,Liberação,Produto_24,BAN933,N_335,Protocolo_7,Exatidão,SEQ_38,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Revisão ou Checagem,Média,15/05/2025,Pietra Sousa,Aprovado
2025_OL_0249,02/05/2025,03/05/2025,Finalizado,Sr. Ian Sá,Estabilidade,Produto_9,BAN8ba,N_335,Protocolo_13,Precisão,SEQ_67,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Procedimento ou Método Inadequado,Média,13/05/2025,Dr. Nicolas Pinto,Aprovado
2025_OL_0250,03/05/2025,05/05/2025,Finalizado,Yago Moreira,Transferencia Analítica,Produto_17,BAN839,N_287,Protocolo_81,Linearidade,SEQ_77,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Procedimento ou Método Inadequado,Baixa,10/05/2025,Gabrielly Casa Grande,Aprovado
2025_OL_0251,03/05/2025,04/05/2025,Finalizado,Ana Sophia Siqueira,Estabilidade,Produto_19,BAN81c,N_224,Protocolo_48,Linearidade,SEQ_23,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,14/05/2025,Vitória Pinto,Aprovado
2025_OL_0252,03/05/2025,03/05/2025,Finalizado,Pedro Lucas da Mata,Estabilidade,Produto_10,BAN93b,N_254,Protocolo_50,Exatidão,SEQ_25,Banco/Solventes Residuais/Sequencias,Meio Ambiente,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Média,13/05/2025,Dr. Noah Vasconcelos,Aprovado
2025_OL_0253,05/05/2025,09/05/2025,Finalizado,Dr. Miguel da Mota,Estabilidade,Produto_16,BAN9bb,N_304,Protocolo_64,Exatidão,SEQ_9,Banco/Solventes Residuais/Sequencias,Máquina,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Procedimento ou Método Inadequado,Média,14/05/2025,Emanuella Nogueira,Aprovado
2025_OL_0254,05/05/2025,09/05/2025,Finalizado,Leandro Freitas,Validação Anlítica,Produto_7,BAN8fb,N_328,Protocolo_30,Exatidão,SEQ_5,Banco/Solventes Residuais/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Média,13/05/2025,Pedro Henrique Guerra,Aprovado
2025_OL_0255,05/05/2025,07/05/2025,Finalizado,Ana Júlia da Mata,Sumário de Validação,Produto_20,BAN81e,N_213,Protocolo_10,Exatidão,SEQ_25,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Erro Isolado,Média,13/05/2025,Ana Carolina da Rocha,Aprovado
2025_OL_0256,05/05/2025,07/05/2025,Finalizado,Fernanda Rezende,Estabilidade,Produto_5,BAN94c,N_312,Protocolo_60,Precisão,SEQ_45,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Outros,Média,13/05/2025,Luana Brito,Aprovado
2025_OL_0257,05/05/2025,07/05/2025,Finalizado,Heitor Porto,Sumário de Validação,Produto_23,BAN9ac,N_248,Protocolo_58,Linearidade,SEQ_99,Banco/Teor/Sequencias,Metodologia,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,16/05/2025,Maria Luísa Oliveira,Aprovado
2025_OL_0258,06/05/2025,10/05/2025,Finalizado,Sr. Igor Castro,Solicitação de Analise,Produto_22,BAN9aa,N_266,Protocolo_89,Linearidade,SEQ_60,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Sobrecarga de Trabalho,Média,16/05/2025,Maya da Rocha,Aprovado
2025_OL_0259,06/05/2025,06/05/2025,Finalizado,Enrico Moura,Estabilidade,Produto_7,BAN81f,N_336,Protocolo_34,Linearidade,SEQ_69,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Procedimento ou Método Inadequado,Média,12/05/2025,Ayla Siqueira,Aprovado
2025_OL_0260,07/05/2025,11/05/2025,Finalizado,Oliver Sá,Estabilidade,Produto_22,BAN871,N_289,Protocolo_49,Linearidade,SEQ_61,Banco/Substancias/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,18/05/2025,Isabela Fogaça,Aprovado
2025_OL_0261,07/05/2025,08/05/2025,Finalizado,Beatriz Cunha,Estabilidade,Produto_1,BAN8e5,N_344,Protocolo_50,Precisão,SEQ_150,Banco/Substancias/Sequencias,Meio Ambiente,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,09/05/2025,Evelyn Ferreira,Aprovado
2025_OL_0262,08/05/2025,08/05/2025,Finalizado,Dante Novais,Outros,Produto_12,BAN928,N_287,Protocolo_21,Robustez,SEQ_48,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Preparo de Solução,Procedimento ou Método Inadequado,Média,14/05/2025,Luiza Pacheco,Aprovado
2025_OL_0263,09/05/2025,12/05/2025,Finalizado,Stephany Andrade,Solventes Residuais,Produto_16,BAN7f0,N_309,Protocolo_73,Linearidade,SEQ_115,Banco/Substancias/Sequencias,Material,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Alta,16/05/2025,João Lucas da Costa,Aprovado
2025_OL_0264,09/05/2025,10/05/2025,Finalizado,Enzo Guerra,Solventes Residuais,Produto_4,BAN816,N_341,Protocolo_19,Degradação Forçada,SEQ_60,Banco/Substancias/Sequencias,Metodologia,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Procedimento ou Método Inadequado,Média,12/05/2025,Dr. Henry Gabriel Mendonça,Aprovado
2025_OL_0265,10/05/2025,10/05/2025,Finalizado,Valentim Marques,Estabilidade,Produto_8,BAN854,N_287,Protocolo_4,Exatidão,SEQ_121,Banco/Degradação/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Procedimento ou Método Inadequado,Média,14/05/2025,Rodrigo Moraes,Aprovado
2025_OL_0266,11/05/2025,13/05/2025,Finalizado,Letícia Montenegro,Liberação,Produto_23,BAN97c,N_218,Protocolo_26,Linearidade,SEQ_24,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Média,23/05/2025,Srta. Ana Aparecida,Aprovado
2025_OL_0267,11/05/2025,11/05/2025,Finalizado,Bella Teixeira,Sumário de Validação,Produto_5,BAN9b0,N_282,Protocolo_93,Linearidade,SEQ_134,Banco/Degradação/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,14/05/2025,Mariah Nogueira,Aprovado
2025_OL_0268,12/05/2025,14/05/2025,Finalizado,Guilherme Câmara,Estabilidade,Produto_12,BAN89f,N_306,Protocolo_83,Estabilidade Bancada,SEQ_101,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Equipamento,Erro Isolado,Média,20/05/2025,Raul da Luz,Aprovado
2025_OL_0269,12/05/2025,12/05/2025,Finalizado,Samuel Cunha,Liberação,Produto_2,BAN8e4,N_327,Protocolo_96,Linearidade,SEQ_44,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,21/05/2025,Otávio da Mata,Reprovado
2025_OL_0270,14/05/2025,17/05/2025,Finalizado,Sophie Fogaça,Solventes Residuais,Produto_22,BAN818,N_254,Protocolo_71,Degradação Forçada,SEQ_115,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Material/Amostra,Falta de Treinamento Adequado,Média,22/05/2025,Amanda da Luz,Aprovado
2025_OL_0271,14/05/2025,18/05/2025,Finalizado,Ryan da Cunha,Estabilidade,Produto_23,BAN954,N_302,Protocolo_55,Exatidão,SEQ_18,Banco/Solventes Residuais/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Erro Isolado,Média,21/05/2025,Ana Liz Moreira,Reprovado
2025_OL_0272,16/05/2025,19/05/2025,Finalizado,Sr. Lorenzo Duarte,Solicitação de Analise,Produto_16,BAN8ec,N_329,Protocolo_87,Linearidade,SEQ_55,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Procedimento ou Método Inadequado,Média,25/05/2025,Ana Carolina Brito,Reprovado
2025_OL_0273,16/05/2025,16/05/2025,Finalizado,Brayan Macedo,Sumário de Validação,Produto_8,BAN83e,N_228,Protocolo_64,Linearidade,SEQ_124,Banco/Estabilidade/Sequencias,Meio Ambiente,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,23/05/2025,Ana Laura Pimenta,Aprovado
2025_OL_0274,17/05/2025,20/05/2025,Finalizado,Valentina Pires,Solventes Residuais,Produto_6,BAN943,N_313,Protocolo_92,Exatidão,SEQ_79,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Média,30/05/2025,Eduarda Almeida,Aprovado
2025_OL_0275,17/05/2025,19/05/2025,Finalizado,Lucca Aragão,Solventes Residuais,Produto_15,BAN868,N_289,Protocolo_91,Robustez,SEQ_19,Banco/Estabilidade/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Média,26/05/2025,Daniela Silva,Aprovado
2025_OL_0276,18/05/2025,22/05/2025,Finalizado,Hellena Sales,Sumário de Validação,Produto_15,BAN971,N_238,Protocolo_50,Estabilidade Bancada,SEQ_125,Banco/Estabilidade/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,01/06/2025,Larissa Barbosa,Aprovado
2025_OL_0277,19/05/2025,23/05/2025,Finalizado,Srta. Vitória Costela,Solventes Residuais,Produto_4,BAN909,N_320,Protocolo_19,Linearidade,SEQ_75,Banco/Solventes Residuais/Sequencias,Meio Ambiente,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,26/05/2025,Ana Liz Guerra,Aprovado
2025_OL_0278,20/05/2025,24/05/2025,Finalizado,Sabrina Souza,Estabilidade,Produto_16,BAN823,N_341,Protocolo_95,Linearidade,SEQ_146,Banco/Estabilidade/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Média,01/06/2025,Mariane da Mota,Aprovado
2025_OL_0279,20/05/2025,20/05/2025,Finalizado,Sophie Aragão,Outros,Produto_12,BAN808,N_213,Protocolo_69,Exatidão,SEQ_148,Banco/Substancias/Sequencias,Meio Ambiente,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,22/05/2025,Sr. Pedro Henrique Moreira,Aprovado
2025_OL_0280,20/05/2025,20/05/2025,Finalizado,Rafael Caldeira,Solicitação de Analise,Produto_9,BAN98d,N_268,Protocolo_61,Precisão,SEQ_118,Banco/Teor/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Falta de Revisão ou Checagem,Alta,24/05/2025,Hellena Andrade,Aprovado
2025_OL_0281,20/05/2025,22/05/2025,Finalizado,Francisco Sá,Solventes Residuais,Produto_9,BAN994,N_277,Protocolo_87,Linearidade,SEQ_126,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,01/06/2025,Davi Luiz da Mota,Aprovado
2025_OL_0282,21/05/2025,23/05/2025,Finalizado,Dr. Gael Sousa,Solicitação de Analise,Produto_22,BAN849,N_273,Protocolo_83,Linearidade,SEQ_112,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,29/05/2025,Henry Silva,Reprovado
2025_OL_0283,22/05/2025,24/05/2025,Finalizado,Srta. Olívia Pimenta,Estabilidade,Produto_21,BAN981,N_324,Protocolo_57,Degradação Forçada,SEQ_102,Banco/Substancias/Sequencias,Meio Ambiente,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,25/05/2025,Ravi Lucca Costela,Aprovado
2025_OL_0284,23/05/2025,27/05/2025,Finalizado,Srta. Mariah Leão,Liberação,Produto_14,BAN903,N_336,Protocolo_28,Exatidão,SEQ_57,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,04/06/2025,Luiz Henrique Pinto,Aprovado
